uData	0x67c020
Team_/ Use command ability -- all -- nearest enemy garrisoned building.	0x3d46db
TEAM_ALL_USE_COMMANDBUTTON_ON_NEAREST_GARRISONED_BUILDING	0x3d46db
Team_/ Use command ability -- all -- nearest enemy unit	0x3d46db
TEAM_ALL_USE_COMMANDBUTTON_ON_NEAREST_ENEMY_UNIT	0x3d46db
  on 	0x3d46db
Team_/ Use command ability -- all -- named enemy	0x3d46db
TEAM_ALL_USE_COMMANDBUTTON_ON_NAMED	0x3d46db
 Radius.	0x3d46db
 Duration (seconds) 	0x3d46db
 with Amplitude 	0x3d46db
Add Camera Shaker Effect at waypoint 	0x3d46db
Camera_/Add Camera Shaker Effect at.	0x3d46db
CAMERA_ADD_SHAKER_AT	0x3d46db
Disable camera playback mode.	0x3d46db
Camera_/Disable 3DSMax Camera Animation Playback mode.	0x3d46db
CAMERA_DISABLE_SLAVE_MODE	0x3d46db
 containing bone name 	0x3d46db
Enable 3DSMax Camera playback of animation with thing name 	0x3d46db
Camera_/Enable 3DSMax Camera Animation Playback mode.	0x3d46db
CAMERA_ENABLE_SLAVE_MODE	0x3d46db
Team_/ Set to continue current action for some number of seconds.	0x3d46db
TEAM_SPIN_FOR_SECONDS	0x3d46db
 continue their current action for at least 	0x3d46db
Team_/ Set to continue current action for some number of frames.	0x3d46db
TEAM_SPIN_FOR_FRAMECOUNT	0x3d46db
 ready.	0x3d46db
 wait until at least one member is 	0x3d46db
Skirmish_/ Delay a sequential script until the specified command ability is ready - partial.	0x3d46db
SKIRMISH_WAIT_FOR_COMMANDBUTTON_AVAILABLE_PARTIAL	0x3d46db
 is ready.	0x3d46db
 all wait until 	0x3d46db
Skirmish_/ Delay a sequential script until the specified command ability is ready - all.	0x3d46db
SKIRMISH_WAIT_FOR_COMMANDBUTTON_AVAILABLE_ALL	0x3d46db
 (true = all valid sources, false = first valid source).	0x3d46db
 on most expensive object within 	0x3d46db
 performs 	0x3d46db
Skirmish_/ Team performs command ability on most valuable object.	0x3d46db
SKIRMISH_PERFORM_COMMANDBUTTON_ON_MOST_VALUABLE_OBJECT	0x3d46db
 attacks nearest group worth 	0x3d46db
Skirmish_/ Team attacks nearest group matching value comparison.	0x3d46db
SKIRMISH_ATTACK_NEAREST_GROUP_WITH_VALUE	0x3d46db
Set the AI Recruitable flag for 	0x3d46db
Team_/AttackMove/Set the AI Recruitable Flag for units in this team	0x3d46db
TEAM_SET_AI_RECRUITABLE_FLAG	0x3d46db
Team_/AttackMove/AttackMove team towards the nearest object of a specific type owned by a player	0x3d46db
ATTACK_MOVE_TEAM_TO_NEAREST_OBJECT_OF_TYPE_OF_PLAYER	0x3d46db
Team_/AttackMove/AttackMove team towards the nearest object of a specific type	0x3d46db
TEAM_ATTACK_MOVE_TOWARDS_NEAREST_OBJECT_TYPE	0x3d46db
Team_/ Move team towards the nearest object of a specific type in trigger area.	0x3d46db
TEAM_MOVE_TOWARDS_NEAREST_OBJECT_TYPE	0x3d46db
 will AttackMove towards the nearest 	0x3d46db
Unit_/AttackMove/AttackMove unit towards the nearest object of a specific type	0x3d46db
UNIT_ATTACK_MOVE_TOWARDS_NEAREST_OBJECT_TYPE	0x3d46db
 will move towards the nearest 	0x3d46db
Unit_/ Move unit towards the nearest object of a specific type in trigger area.	0x3d46db
UNIT_MOVE_TOWARDS_NEAREST_OBJECT_TYPE	0x3d46db
 if destroyed.	0x3d46db
 will topple towards 	0x3d46db
Unit_/ Set topple direction.	0x3d46db
NAMED_SET_TOPPLE_DIRECTION	0x3d46db
All sound events play at normal volume.	0x3d46db
Multimedia_/ Sound Events -- restore volume -- all.	0x3d46db
AUDIO_RESTORE_VOLUME_ALL_TYPE	0x3d46db
 play at normal volume.	0x3d46db
Multimedia_/ Sound Events -- restore volume -- type.	0x3d46db
AUDIO_RESTORE_VOLUME_TYPE	0x3d46db
% of full volume.	0x3d46db
 play at 	0x3d46db
Multimedia_/ Sound Events -- override volume -- type.	0x3d46db
AUDIO_OVERRIDE_VOLUME_TYPE	0x3d46db
Enable all sound events.	0x3d46db
Multimedia_/ Sound Events -- enable all.	0x3d46db
SOUND_ENABLE_ALL	0x3d46db
Remove all disabled sound events (OBSOLETE -- disable type now does all the work)	0x3d46db
Multimedia_/ Sound Events -- remove all disabled. (OBSOLETE)	0x3d46db
SOUND_REMOVE_ALL_DISABLED	0x3d46db
 is removed.	0x3d46db
Multimedia_/ Sound Events -- remove type.	0x3d46db
SOUND_REMOVE_TYPE	0x3d46db
 is enabled.	0x3d46db
Multimedia_/ Sound Events -- enable type.	0x3d46db
SOUND_ENABLE_TYPE	0x3d46db
 is disabled.	0x3d46db
Multimedia_/ Sound Events -- disable type.	0x3d46db
SOUND_DISABLE_TYPE	0x3d46db
 dollars worth of boxes. 	0x3d46db
 is set to having 	0x3d46db
Warehouse named 	0x3d46db
Unit_/ Set cash value of Warehouse.	0x3d46db
WAREHOUSE_SET_VALUE	0x3d46db
, but only if both Cave listings have no occupants. 	0x3d46db
 is set to being connected to all caves of index 	0x3d46db
Cave named 	0x3d46db
Unit_/ Set Cave connectivity index.	0x3d46db
SET_CAVE_INDEX	0x3d46db
 becomes 	0x3d46db
Map_/ Adjust the tech tree for a specific object type.	0x3d46db
TECHTREE_MODIFY_BUILDABILITY_OBJECT	0x3d46db
The screen will shake with 	0x3d46db
Camera_/ Shake Screen.	0x3d46db
SCREEN_SHAKE	0x3d46db
The radar is now reverting to its normal behavior.	0x3d46db
Radar_/ Revert radar to normal behavior.	0x3d46db
RADAR_REVERT_TO_NORMAL	0x3d46db
The radar is now forced to be enabled.	0x3d46db
Radar_/ Force enable the radar.	0x3d46db
RADAR_FORCE_ENABLE	0x3d46db
) while playing 	0x3d46db
, centers in view (	0x3d46db
 's first 	0x3d46db
Scripting_/ Select the first object type on a team.	0x3d46db
OBJECT_FORCE_SELECT	0x3d46db
 Modify the default CloudEffect speed to be 	0x3d46db
Map_/ Change the speed of the CloudEffect.	0x3d46db
MAP_CHANGE_CLOUD_SPEED	0x3d46db
 becomes the active border.	0x3d46db
Map_/ Change the active boundary.	0x3d46db
MAP_SWITCH_BORDER	0x3d46db
Team_/ Use commandbutton ability at a waypoint.	0x3d46db
TEAM_USE_COMMANDBUTTON_ABILITY_AT_WAYPOINT	0x3d46db
Team_/ Use commandbutton ability on an object.	0x3d46db
TEAM_USE_COMMANDBUTTON_ABILITY_ON_NAMED	0x3d46db
Team_/ Use commandbutton ability.	0x3d46db
TEAM_USE_COMMANDBUTTON_ABILITY	0x3d46db
 at angle 	0x3d46db
Unit_/ Build thing at waypoint.	0x3d46db
NAMED_BUILD_STRUCTURE_AT_WAYPOINT	0x3d46db
 on nearest object of type 	0x3d46db
Unit_/ Use command ability -- all -- nearest object type.	0x3d46db
NAMED_USE_COMMANDBUTTON_ON_NEAREST_OBJECTTYPE	0x3d46db
  on nearest enemy building with 	0x3d46db
Unit_/ Use command ability -- all -- nearest enemy building kindof.	0x3d46db
NAMED_USE_COMMANDBUTTON_ON_NEAREST_ENEMY_BUILDING_CLASS	0x3d46db
  on nearest enemy building.	0x3d46db
Unit_/ Use command ability -- all -- nearest enemy building.	0x3d46db
NAMED_USE_COMMANDBUTTON_ON_NEAREST_ENEMY_BUILDING	0x3d46db
  on nearest enemy with 	0x3d46db
Unit_/ Use command ability -- all -- nearest enemy object with kind of.	0x3d46db
NAMED_USE_COMMANDBUTTON_ON_NEAREST_KINDOF	0x3d46db
  on nearest enemy garrisoned building.	0x3d46db
Unit_/ Use command ability -- all -- nearest enemy garrisoned building.	0x3d46db
NAMED_USE_COMMANDBUTTON_ON_NEAREST_GARRISONED_BUILDING	0x3d46db
  on nearest enemy unit.	0x3d46db
Unit_/ Use command ability -- all -- nearest enemy unit	0x3d46db
NAMED_USE_COMMANDBUTTON_ON_NEAREST_ENEMY_UNIT	0x3d46db
Unit_/ Use commandbutton ability at a waypoint.	0x3d46db
NAMED_USE_COMMANDBUTTON_ABILITY_AT_WAYPOINT	0x3d46db
Unit_/ Use commandbutton ability on an object.	0x3d46db
NAMED_USE_COMMANDBUTTON_ABILITY_ON_NAMED	0x3d46db
Unit_/ Use commandbutton ability.	0x3d46db
NAMED_USE_COMMANDBUTTON_ABILITY	0x3d46db
 dam_/sec.	0x3d46db
 seconds doing 	0x3d46db
Map_/ Adjust water height to a new level with damage over time	0x3d46db
WATER_CHANGE_HEIGHT_OVER_TIME	0x3d46db
 impassable for human player: 	0x3d46db
 Make area 	0x3d46db
Map_/ Make area impassable for human player	0x3d46db
HUMAN_IMPASSABLE_AREA	0x3d46db
 changes altitude to 	0x3d46db
Map_/ Adjust water height to a new level	0x3d46db
WATER_CHANGE_HEIGHT	0x3d46db
Team_/ Set to idle for some number of seconds.	0x3d46db
TEAM_IDLE_FOR_SECONDS	0x3d46db
Team_/ Set to guard -- number of seconds.	0x3d46db
TEAM_GUARD_FOR_SECONDS	0x3d46db
Team_/ Set to idle for some number of frames.	0x3d46db
TEAM_IDLE_FOR_FRAMECOUNT	0x3d46db
Team_/ Set to guard -- number of frames.	0x3d46db
TEAM_GUARD_FOR_FRAMECOUNT	0x3d46db
Team_/ Set or clear the Aflame status on a team.	0x3d46db
TEAM_SET_FLAME_STATUS	0x3d46db
 is now on fire (T-F) 	0x3d46db
Unit_/ Set or clear the Aflame status on a unit.	0x3d46db
UNIT_SET_FLAME_STATUS	0x3d46db
 seconds. Percentage 	0x3d46db
Team_/ Set a model condition flag on a team for duration. % specifies # of members that get this.	0x3d46db
TEAM_SET_MODELCONDITION_FOR_DURATION	0x3d46db
 seconds. Percentage (hordes) 	0x3d46db
 sets model condition 	0x3d46db
Unit_/ Set a model condition flag on a unit for duration. % specifies # of members in horde that get this.	0x3d46db
UNIT_SET_MODELCONDITION_FOR_DURATION	0x3d46db
Team_/ Set or clear a custom model condition flag on a team.	0x3d46db
TEAM_SET_MODELCONDITION	0x3d46db
 sets custom model condition number (1-4) 	0x3d46db
Unit_/ Set or clear a custom model condition flag on a unit.	0x3d46db
UNIT_SET_MODELCONDITION	0x3d46db
Unit_/ Set to idle for some number of seconds.	0x3d46db
UNIT_IDLE_FOR_SECONDS	0x3d46db
Unit_/ Set to guard for some number of seconds.	0x3d46db
UNIT_GUARD_FOR_SECONDS	0x3d46db
 idles for 	0x3d46db
Unit_/ Set to idle for some number of frames.	0x3d46db
UNIT_IDLE_FOR_FRAMECOUNT	0x3d46db
 guards for 	0x3d46db
Unit_/ Set to guard for some number of frames.	0x3d46db
UNIT_GUARD_FOR_FRAMECOUNT	0x3d46db
Team_/ Execute script sequentially -- stop.	0x3d46db
TEAM_STOP_SEQUENTIAL_SCRIPT	0x3d46db
 stops executing.	0x3d46db
Unit_/ Set a specific unit to stop executing a sequential script.	0x3d46db
UNIT_STOP_SEQUENTIAL_SCRIPT	0x3d46db
Team_/ Execute script sequentially -- looping.	0x3d46db
TEAM_EXECUTE_SEQUENTIAL_SCRIPT_LOOPING	0x3d46db
Team_/ Execute script sequentially -- start.	0x3d46db
TEAM_EXECUTE_SEQUENTIAL_SCRIPT	0x3d46db
 times. (0=forever)	0x3d46db
 sequentially, 	0x3d46db
Unit_/ Set a specific unit to execute a looping sequential script.	0x3d46db
UNIT_EXECUTE_SEQUENTIAL_SCRIPT_LOOPING	0x3d46db
 sequentially.	0x3d46db
 executes 	0x3d46db
Unit_/ Set a specific unit to execute a script sequentially.	0x3d46db
UNIT_EXECUTE_SEQUENTIAL_SCRIPT	0x3d46db
Player_/ Remove an override to a player's relationship to another team.	0x3d46db
PLAYER_REMOVE_OVERRIDE_RELATION_TO_TEAM	0x3d46db
Player_/ Override a player's relationship to another team.	0x3d46db
PLAYER_SET_OVERRIDE_RELATION_TO_TEAM	0x3d46db
Team_/ Remove an override to a team's relationship to another player.	0x3d46db
TEAM_REMOVE_OVERRIDE_RELATION_TO_PLAYER	0x3d46db
Team_/ Override a team's relationship to another player.	0x3d46db
TEAM_SET_OVERRIDE_RELATION_TO_PLAYER	0x3d46db
 fire waypoint-weapon following waypoints starting at 	0x3d46db
Unit_/ Fire waypoint-weapon following waypoint path.	0x3d46db
NAMED_FIRE_WEAPON_FOLLOWING_WAYPOINT_PATH	0x3d46db
 are killed.	0x3d46db
All units inside 	0x3d46db
Unit_/ Kill all units contained within a specific transport or structure.	0x3d46db
UNIT_DESTROY_ALL_CONTAINED	0x3d46db
 seconds, reverse rotation 	0x3d46db
Rotate to look at 	0x3d46db
Camera (R)_/ Rotate to look at a waypoint.	0x3d46db
CAMERA_LOOK_TOWARD_WAYPOINT	0x3d46db
 seconds with z-offset of 	0x3d46db
 seconds and holding 	0x3d46db
Rotate toward 	0x3d46db
Camera (R)_/ Rotate toward unit.	0x3d46db
CAMERA_LOOK_TOWARD_OBJECT	0x3d46db
(1.0==default).	0x3d46db
(0.0 is N, 90.0 is W, etc), height = 	0x3d46db
(0.0==default), angle = 	0x3d46db
Camera Pitch = 	0x3d46db
Camera_/ Set default camera.	0x3d46db
CAMERA_SET_DEFAULT	0x3d46db
Stop tether to any units.	0x3d46db
Camera_/ Stop tether to any units.	0x3d46db
CAMERA_STOP_TETHER_NAMED	0x3d46db
.  Amount of play is 	0x3d46db
.  Snap camera to object is 	0x3d46db
Have the camera tethered to 	0x3d46db
Camera_/ Tether camera to a specific unit.	0x3d46db
CAMERA_TETHER_NAMED	0x3d46db
 uses the player relationship to all other teams and players.	0x3d46db
Team_/ Remove all overrides to team's relationship to teams and/or players.	0x3d46db
TEAM_REMOVE_ALL_OVERRIDE_RELATIONS	0x3d46db
 uses the player relationship to 	0x3d46db
Team_/ Remove an override to a team's relationship to another team.	0x3d46db
TEAM_REMOVE_OVERRIDE_RELATION_TO_TEAM	0x3d46db
 (rather than using the the player relationship).	0x3d46db
Team_/ Override a team's relationship to another team.	0x3d46db
TEAM_SET_OVERRIDE_RELATION_TO_TEAM	0x3d46db
 stops, then disbands.	0x3d46db
Team_/ Set to stop, then disband.	0x3d46db
TEAM_STOP_AND_DISBAND	0x3d46db
Team_/ Set to stop.	0x3d46db
TEAM_STOP	0x3d46db
 stops.	0x3d46db
Unit_/ Set a specific unit to stop.	0x3d46db
NAMED_STOP	0x3d46db
Refresh radar terrain.	0x3d46db
Scripting_/ Refresh radar terrain.	0x3d46db
REFRESH_RADAR	0x3d46db
Unit_/ Special power -- fire at unit.	0x3d46db
NAMED_FIRE_SPECIAL_POWER_AT_NAMED	0x3d46db
Unit_/ Special power -- fire at location.	0x3d46db
NAMED_FIRE_SPECIAL_POWER_AT_WAYPOINT	0x3d46db
 repair 	0x3d46db
Player_/ Repair named bridge or structure.	0x3d46db
PLAYER_REPAIR_NAMED_STRUCTURE	0x3d46db
Player/ Special power -- fire on team.	0x3d46db
FIRE_SPECIAL_POWER_ON_TEAM	0x3d46db
 owned by 	0x3d46db
Player/ Special power -- fire on nearest object type owned by player.	0x3d46db
FIRE_SPECIAL_POWER_ON_NEAREST_OBJECTTYPE_BY_PLAYER	0x3d46db
 on nearest object of 	0x3d46db
Player/ Special power -- fire on nearest object type.	0x3d46db
FIRE_SPECIAL_POWER_ON_NEAREST_OBJECTTYPE	0x3d46db
 at enemy's most costly area.	0x3d46db
 fire 	0x3d46db
Skirmish_/ Special power -- fire at enemy's highest cost area.	0x3d46db
SKIRMISH_FIRE_SPECIAL_POWER_AT_MOST_COST	0x3d46db
 fires 	0x3d46db
Skirmish_/ Special power -- fire at location.	0x3d46db
PLAYER_FIRE_SPECIAL_POWER_AT_WAYPOINT	0x3d46db
 seconds added to it.	0x3d46db
Unit_/ Special power countdown timer -- add seconds.	0x3d46db
NAMED_ADD_SPECIAL_POWER_COUNTDOWN	0x3d46db
Player/ Special power countdown timer -- set.	0x3d46db
PLAYER_SET_SPECIAL_POWER_COUNTDOWN	0x3d46db
Unit_/ Special power countdown timer -- set.	0x3d46db
NAMED_SET_SPECIAL_POWER_COUNTDOWN	0x3d46db
Resume 	0x3d46db
Unit_/ Special power countdown timer -- resume.	0x3d46db
NAMED_START_SPECIAL_POWER_COUNTDOWN	0x3d46db
 countdown.	0x3d46db
Pause 	0x3d46db
Unit_/ Special power countdown timer -- pause.	0x3d46db
NAMED_STOP_SPECIAL_POWER_COUNTDOWN	0x3d46db
Enables timer display.	0x3d46db
Scripting_/ Timer -- display all timers to the user.	0x3d46db
ENABLE_COUNTDOWN_TIMER_DISPLAY	0x3d46db
Disables timer display.	0x3d46db
Scripting_/ Timer -- hide all timers from the user.	0x3d46db
DISABLE_COUNTDOWN_TIMER_DISPLAY	0x3d46db
Scripting_/ Timer -- hides an individual timer from the user.	0x3d46db
HIDE_COUNTDOWN_TIMER	0x3d46db
Scripting_/ Timer -- display an individual timer to the user.	0x3d46db
DISPLAY_COUNTDOWN_TIMER	0x3d46db
Hide 	0x3d46db
Scripting_/ Counter -- hides an individual counter from the user.	0x3d46db
HIDE_COUNTER	0x3d46db
 with text 	0x3d46db
Show 	0x3d46db
Scripting_/ Counter -- display an individual counter to the user.	0x3d46db
DISPLAY_COUNTER	0x3d46db
 gets $	0x3d46db
Player_/ Gives/takes from player's money.	0x3d46db
PLAYER_GIVE_MONEY	0x3d46db
's money to $	0x3d46db
Player_/ Set player's money.	0x3d46db
PLAYER_SET_MONEY	0x3d46db
 transfers to 	0x3d46db
Control of 	0x3d46db
Team_/ Transfer control of a team to a player.	0x3d46db
TEAM_TRANSFER_TO_PLAYER	0x3d46db
%. (0-100)	0x3d46db
Set the desired music volume to 	0x3d46db
Multimedia_/ Set the current music volume.	0x3d46db
MUSIC_SET_VOLUME	0x3d46db
Shows special power countdowns for 	0x3d46db
Unit_/ Special power countdown timer -- display.	0x3d46db
NAMED_SHOW_SPECIAL_POWER_DISPLAY	0x3d46db
Hides special power countdowns for 	0x3d46db
Unit_/ Special power countdown timer -- hide.	0x3d46db
NAMED_HIDE_SPECIAL_POWER_DISPLAY	0x3d46db
Enables special power countdown display.	0x3d46db
Scripting_/ Special power countdown display -- enable.	0x3d46db
ENABLE_SPECIAL_POWER_DISPLAY	0x3d46db
Disables special power countdown display.	0x3d46db
Scripting_/ Special power countdown display -- disable.	0x3d46db
DISABLE_SPECIAL_POWER_DISPLAY	0x3d46db
.  (0 sets to default.)	0x3d46db
Set max FPS to 	0x3d46db
Scripting_/ Set max frames per second.	0x3d46db
SET_FPS_LIMIT	0x3d46db
Set stopping distances for 	0x3d46db
Team_/Move/Set stopping distance for each unit's current locomotor.	0x3d46db
SET_STOPPING_DISTANCE	0x3d46db
Set stopping distance for 	0x3d46db
Unit_/Move/Set stopping distance for current locomotor.	0x3d46db
NAMED_SET_STOPPING_DISTANCE	0x3d46db
Set Held status for 	0x3d46db
Unit_/Move/Set unit to be held in place, ignoring Physics, Locomotors, etc.	0x3d46db
NAMED_SET_HELD	0x3d46db
Set the audible range during camera-up shots to 	0x3d46db
Camera_/Sounds/Set the audible distance for camera-up shots.	0x3d46db
CAMERA_SET_AUDIBLE_DISTANCE	0x3d46db
Show military briefing 	0x3d46db
Scripting_/Briefing/Show military briefing caption.	0x3d46db
SHOW_MILITARY_CAPTION	0x3d46db
Unfreeze time.	0x3d46db
Scripting_/Time/Unfreeze time.	0x3d46db
UNFREEZE_TIME	0x3d46db
Freeze time.	0x3d46db
Scripting_/Time/Freeze time.	0x3d46db
FREEZE_TIME	0x3d46db
End skybox mode (draw black background).	0x3d46db
Camera_/Skybox/End skybox mode.	0x3d46db
DRAW_SKYBOX_END	0x3d46db
Start skybox mode (draw sky background).	0x3d46db
Camera_/Skybox/Start skybox mode.	0x3d46db
DRAW_SKYBOX_BEGIN	0x3d46db
End motion blur as the camera moves.	0x3d46db
Camera_/Fade Effects/End motion blur as the camera moves.	0x3d46db
CAMERA_MOTION_BLUR_END_FOLLOW	0x3d46db
 (start with 30 and adjust up or down). 	0x3d46db
Start motion blur as the camera moves, amount= 	0x3d46db
Camera_/Fade Effects/Start motion blur as the camera moves.	0x3d46db
CAMERA_MOTION_BLUR_FOLLOW	0x3d46db
, saturate colors = 	0x3d46db
Blur zoom, zoom in at current location, zoom out at 	0x3d46db
Camera_/Fade Effects/Motion blur zoom with jump cut.	0x3d46db
CAMERA_MOTION_BLUR_JUMP	0x3d46db
 (true=zoom in, false = zoom out), saturate colors = 	0x3d46db
Blur zoom, zoom in = 	0x3d46db
Camera_/Fade Effects/Motion blur zoom.	0x3d46db
CAMERA_MOTION_BLUR	0x3d46db
Frames to transition out of ring mode = 	0x3d46db
Camera_/Fade Effects/End Ring effect.	0x3d46db
CAMERA_RING_MODE_END	0x3d46db
Frames to transition into ring mode = 	0x3d46db
Camera_/Fade Effects/Start Ring effect.	0x3d46db
CAMERA_RING_MODE_START	0x3d46db
Frames to fade into color mode = 	0x3d46db
Camera_/Fade Effects/End black & white mode.	0x3d46db
CAMERA_BW_MODE_END	0x3d46db
Frames to fade into black & white mode = 	0x3d46db
Camera_/Fade Effects/Start black & white mode.	0x3d46db
CAMERA_BW_MODE_BEGIN	0x3d46db
Show UI	0x3d46db
Camera_/Show UI	0x3d46db
SHOW_UI	0x3d46db
Hide UI (like letterbox mode, but with no border).	0x3d46db
Camera_/Hide UI	0x3d46db
HIDE_UI	0x3d46db
End letterbox mode (show UI, remove border).	0x3d46db
Camera_/ End letterbox mode.	0x3d46db
CAMERA_LETTERBOX_END	0x3d46db
Start letterbox mode (hide UI, add border).	0x3d46db
Camera_/Letterbox/Start letterbox mode.	0x3d46db
CAMERA_LETTERBOX_BEGIN	0x3d46db
Reset the music scripting system, as if the level had just started, fading out (	0x3d46db
Multimedia_/Music/Reset music scripting system.	0x3d46db
MUSIC_RESET_MUSIC_SCRIPTING_SYSTEM	0x3d46db
) the music scripting system's music.	0x3d46db
) the current music track and fading in (	0x3d46db
Resume use of (turn on) the music scripting system, fading out (	0x3d46db
Multimedia_/Music/Return to music scripting.	0x3d46db
MUSIC_RETURN_TO_MUSIC_SCRIPTING	0x3d46db
) the music scripting system's current music.	0x3d46db
Turn off the music scripting system, fading out (	0x3d46db
Multimedia_/Music/Turn off music scripting.	0x3d46db
MUSIC_TURN_OFF_MUSIC_SCRIPTING	0x3d46db
Multimedia_/Music Scripting Internal (music.scb only!)/Push music track to play as part of the music scripting system a certain number of times, then set a flag.	0x3d46db
MUSIC_SCRIPT_PUSH_TRACK_FINITE_TIMES_AND_NOTIFY	0x3d46db
 atop the current music scripting music track and play it 	0x3d46db
Multimedia_/Music Scripting Internal (music.scb only!)/Push music track to play as part of the music scripting system a certain number of times.	0x3d46db
MUSIC_SCRIPT_PUSH_TRACK_FINITE_TIMES	0x3d46db
 times as of the music scripting system using fadeout (	0x3d46db
Multimedia_/Music Scripting Internal (music.scb only!)/Play a music track as part of the music scripting system a certain number of times, then set a flag.	0x3d46db
MUSIC_SCRIPT_PLAY_TRACK_FINITE_TIMES_AND_NOTIFY	0x3d46db
 times as part of the music scripting system, using fadeout (	0x3d46db
Multimedia_/Music Scripting Internal (music.scb only!)/Play a music track as part of a music script a certain number of times.	0x3d46db
MUSIC_SCRIPT_PLAY_TRACK_FINITE_TIMES	0x3d46db
